job_title,publish,company,city,description,link,website
Senior Business Intelligence Consultant*,vor 2 Wochen,Bissantz & Company GmbH,"Nürnberg, Hamburg, Home-Office","Dann bewerben Sie sich jetzt und bereichern Sie als begeisterter Datenanalyst* unser Team von erfahrenen Spitzenkräften! Unser Hauptprodukt DeltaMaster ist eine integrierte -Intelligence-Lösung für Analyse, Planung und Reporting in Großunternehmen wie im gehobenen Mittelstand. Zur Verstärkung unseres Consulting-Teams suchen wir Sie als einen Senior Intelligence Consultant*. In dieser Rolle sind Sie für die Leitung und gemeinsam mit dem Projektteam für die Realisierung von individuellen Kundenprojekten im Intelligence Umfeld verantwortlich.",https://www.stepstone.de/stellenangebote--Senior-Business-Intelligence-Consultant-Nuernberg-Hamburg-Home-Office-Bissantz-Company-GmbH--8139029-inline.html,stepstone
Senior Product Analyst,vor 2 Wochen,MessageBird GmbH,bundesweit,"Balance technical skills, communication and business . Our cloud communications solutions make it possible for over 25,000 to instantly connect with billions of devices worldwide, allowing them to speak with their customers in the same ways they talk to their friends. * Collaborate with Data and to help define clear, trustworthy, optimized data sources of truth by understanding the logic and anomalies. * Learn from hundreds of the best minds in the",https://www.stepstone.de/stellenangebote--Senior-Product-Analyst-bundesweit-MessageBird-GmbH--8071986-inline.html,stepstone
SAP Inhouse Consultant Materials Management (MM) (m/w/d),vor 1 Woche,Chemische Fabrik Budenheim KG,"Budenheim, Home-Office",Aktiver Partner für die Gestaltung neuer Prozesse zusammen mit dem Team der Business Analysten,https://www.stepstone.de/stellenangebote--SAP-Inhouse-Consultant-Materials-Management-MM-m-w-d-Budenheim-Home-Office-Chemische-Fabrik-Budenheim-KG--7917713-inline.html,stepstone
Junior Berater (m/w/d) für Software & Digitalisierung,vor 21 Stunden,ReqPOOL Deutschland GmbH,"Berlin, München, Stuttgart, Frankfurt am Main, Hamburg, Hannover, Köln, Leipzig (Home Office)",Als Junior Berater (interne Bez.: Business Analyst) (m/w/d) wirkst du bei genau definierten Projektaufgaben in unseren abwechslungsreichen Software-Digitalisierungsprojekten mit.,https://www.stepstone.de/stellenangebote--Junior-Berater-m-w-d-fuer-Software-Digitalisierung-Berlin-Muenchen-Stuttgart-Frankfurt-am-Main-Hamburg-Hannover-Koeln-Leipzig-Home-Office-ReqPOOL-Deutschland-GmbH--8619439-inline.html,stepstone
Softwareentwickler EDI / EAI (m/w/d),vor 2 Wochen,Hellmann Worldwide Logistics SE & Co. KG,"Osnabrück, Home Office",Enge Zusammenarbeit mit den Business Analyst*innen und Produkt Owner*innen sowie den Entwicklungsteams der Hellmann Produktionssysteme * Von Vorteil sind Erfahrungen in der Entwicklung von Software,https://www.stepstone.de/stellenangebote--Softwareentwickler-EDI-EAI-m-w-d-Osnabrueck-Home-Office-Hellmann-Worldwide-Logistics-SE-Co-KG--8510558-inline.html,stepstone
DevOps Spezialist | Platform Engineer | Team Artikeleinsatzfähigkeit | REMOTE (w/m/d),vor 2 Wochen,Otto (GmbH & Co KG),deutschlandweit,"Es erwartet dich ein Team aus drei Entwicklern, einer Product Ownerin, einer Business Analystin, einem DevOps Engineer, einem UX-Designer sowie einer Agile Masterin.",https://www.stepstone.de/stellenangebote--DevOps-Spezialist-Platform-Engineer-Team-Artikeleinsatzfaehigkeit-REMOTE-w-m-d-deutschlandweit-Otto-GmbH-Co-KG--7971989-inline.html,stepstone
Head of Security Operations (SOC) (m/w/d),vor 1 Tag,Claranet GmbH,"Home-Office, Frankfurt am Main","Gebildet wurde der Bereich aus den vereinten Kräften von NotSoSecure, der UK Security Business Unit (früher bekannt als Sec-1), und aus Einheiten in Frankreich und Portugal. * Etablierung einer fachlichen Laufbahn für SOC bis auf Tier-Level 3 * Mindestens 3 Jahre Erfahrung als SOC Engineer/ und/oder nachweisliche SIEM-Erfahrung wünschenswert",https://www.stepstone.de/stellenangebote--Head-of-Security-Operations-SOC-m-w-d-Home-Office-Frankfurt-am-Main-Claranet-GmbH--8702701-inline.html,stepstone
Prozessmanager*in Datenbanken und Daten mit Schwerpunkt Projektentwicklung,vor 5 Stunden,ENERTRAG Aktiengesellschaft,"Berlin, Homeoffice","ENERTRAG Aktiengesellschaft * Berlin, Homeoffice * Feste Anstellung * Home Office möglich,Vollzeit - Über uns - ENERTRAG erbringt alle Dienstleistungen rund um erneuerbare Energien. Wir führen Strom, Wärme und Mobilität in allen Lebensbereichen effizient zusammen. Mit über zwei Jahrzehnten Erfahrung in Europa vereinen unsere über 800 Mitarbeiter alle Kompetenzen, die für erfolgreichen Betrieb und effiziente Instandhaltung, für eine bürgernahe Planung, zuverlässigen Bau von Energieanlagen und Netzen bis hin zu kompletten Verbundkraftwerken erforderlich sind. Wir sind immer eine Energie voraus – sei es bei Sektorkopplung, Beteiligungsmodellen oder bedarfsgerechter Nachtkennzeichnung. Für unseren Standort in Berlin suchen wir Dich in Vollzeit als Prozessmanager*in Datenbanken und Daten mit Schwerpunkt Projektentwicklung. Deine Aufgaben",https://www.stepstone.de/stellenangebote--Prozessmanagerin-Datenbanken-und-Daten-mit-Schwerpunkt-Projektentwicklung-Berlin-Homeoffice-ENERTRAG-Aktiengesellschaft--8866291-inline.html,stepstone
(Junior) Product Manager (f/d/m),vor 1 Woche,USU Technologies GmbH,"Home-Office, Aachen, Bonn, Karlsruhe, Köln, Leinfelden-Echterdingen, Marburg, Möglingen, München","Analyzing the market and analyst's feedback * Education or degree in business studies, computer science or similar qualifications * High customer-orientation and acumen",https://www.stepstone.de/stellenangebote--Junior-Product-Manager-f-d-m-Home-Office-Aachen-Bonn-Karlsruhe-Koeln-Leinfelden-Echterdingen-Marburg-Moeglingen-Muenchen-USU-Technologies-GmbH--8869751-inline.html,stepstone
Teamleiter*in Financial Planning & Analysis,vor 2 Tagen,GFT Technologies SE,"St. Georgen, Home-Office","GFT Technologies SE - Teamleiter*in Financial Planning & Analysis * St. Georgen, Home-Office * Feste Anstellung * Home Office möglich,Vollzeit - Big enough to deliver, small enough to care. Dieses Motto gilt nicht nur für unsere Projekte, sondern auch für die Arbeit bei GFT. Wir bieten die Vorteile eines weltweit agierenden Konzerns, kombiniert mit den Vorzügen eines Mittelständlers. Solide finanziert, seit über 30 Jahren in Familienhand und immer unsere einzelnen Mitarbeiter im Blick. Gleichzeitig bieten wir ein sehr internationales Umfeld, die Möglichkeit im Ausland zu arbeiten und das Knowhow von über 9.000 Kolleginnen und Kollegen. Werteorientiertes und gemeinschaftliches Arbeiten sind für uns keine Phrasen, sondern gelebte Praxis. Dies verbindet unsere Mitarbeiter/innen weltweit und legt den Grundstein für unsere erfolgreiche Arbeit und ein einmaliges Wir-Gefühl.",https://www.stepstone.de/stellenangebote--Teamleiterin-Financial-Planning-Analysis-St-Georgen-Home-Office-GFT-Technologies-SE--8856546-inline.html,stepstone
Manager/Teamlead SAP FPSL (all genders) für die adesso orange AG,vor 1 Woche,adesso orange AG,deutschlandweit,"Innerhalb der Projekte arbeitest du mit Kundinnen und Kunden, der Fach- und IT-Seite als auch mit und sowie Entwicklerinnen und Entwicklern im Projekt zusammen.",https://www.stepstone.de/stellenangebote--Manager-Teamlead-SAP-FPSL-all-genders-fuer-die-adesso-orange-AG-deutschlandweit-adesso-orange-AG--7850853-inline.html,stepstone
(Senior) Project Manager (m/w/d) im Bereich E-Commerce,vor 3 Wochen,best it AG,"Amstetten, Berlin, Köln, Velen, Home-Office","Du arbeitest eng mit Deinem Projekt-Team (Developer, Solution Architecten, Business Analysten, UX-Designer) und ggf. Deinem Tandempartner zusammen",https://www.stepstone.de/stellenangebote--Senior-Project-Manager-m-w-d-im-Bereich-E-Commerce-Amstetten-Berlin-Koeln-Velen-Home-Office-best-it-AG--7825221-inline.html,stepstone
Business Analyst:in / Business Versteher:in,vor 7 Stunden,viadee Unternehmensberatung AG,"Münster, Dortmund oder Köln","Umschwung begleiten: Die Digitalisierung wirbelt durch die Wirtschaft & Industrie. Durch deine Analyse komplexer fachlicher Anforderungen und deren Transformation in Spezifikationen für die Softwareentwicklung oder das Business Process Management, hilfst du unseren Kunden auf Kurs zu bleiben. Wandel gestalten: In langfristigen Kundenbeziehungen begleitest du ein Projekt von der Idee über die Umsetzung bis zum praktischen Einsatz und erzeugst so eine spürbare Veränderung. Abwechslung erleben: Du denkst nicht nur in fachlichen Domänen, sondern auch in technischen Lösungen und vermittelst hier den idealen Weg. Früher Geek, heute Trendsetter:in: In unserem F&E-Bereich kannst du neueste Methoden und Themen erproben und vorantreiben, die heute schon das Morgen denken - immer am Puls der Zeit. Früher Kumpels und ICQ, heute Kunde und Daily: Du begleitest anspruchsvolle Kundenprojekte im klassischen und agilen Umfeld in unterschiedlichen Rollen.",https://www.jobware.de/job/business-analyst-in-business-versteher-in.975078815.html,jobware
Business Analyst Provision-Softwareanwendung (m/w/d),vor 7 Stunden,Finanz Informatik GmbH & Co. KG,"Hannover, Frankfurt am Main, Münster","Weiterentwicklung und Betreuung der Provisionsanwendung Landesbausparkassen Standortübergreifende Projektarbeit: Erstellung der Projektmanagement-Dokumente, insbesondere der Fachkonzepte, Release- und Produktinformationen sowie Handbücher Beratung unserer internen sowie externen Kunden, Gremienmitgliedern und anderen Produktverantwortlichen, Fachabteilungen Durchführung von Testaktivitäten, Qualitätssicherungen und Begleitung des Produktionseinsatzes von neuen und geänderten Programmen Fachliche Supportbetreuung des Produktes Provision sowie Last-Level-Support für die in der Abteilung entwickelten und verantworteten Komponenten Unterstützung bei der Analyse, Beratung und Lösung von Kundenanfragen, Problemen und Störungen für den genannten Themenbereich zusammen Koordination, Steuerung, Verfolgen und Eskalieren weitergeleiteter Störmeldungen oder Anfragen im Bereich der Anwendung Provision Begleitung von Release-Einsätzen, Jahresabschlüssen, Fusions- und Einführungsprojekten beim Kunden",https://www.jobware.de/job/business-analyst-provision-softwareanwendung-m-w-d.960970625.html,jobware
IT Business Analyst (m/w/d),05.11.2022,Goldbeck GmbH,Bielefeld,"Sie bilden die Schnittstelle zu unseren internen Fachbereichen und unterstützen bei der Auswahl und Einführung von IT-Lösungen Als primärer Ansprechpartner erstellen Sie Konzepte, modellieren Prozesse und klären fachliche Anforderungen in enger Zusammenarbeit mit den Fachbereichen Mit Ihrem Blick fürs Ganze fördern Sie den Einsatz neuer Technologien und prägen IT gestützte Prozesse der Fachbereiche Sie nehmen bei fachbereichsbezogenen Projekten mit agilen Projektteams eine wesentliche Rolle ein Die Steuerung externer Dienstleister liegt in Ihrer Verantwortung",https://www.jobware.de/job/it-business-analyst-m-w-d.995450665.html,jobware
Business Analyst (m/w/d) Production,30.10.2022,Goldbeck GmbH,Bielefeld,Analyse von Geschäftsprozessen Aufnahme und Bewertung der Anforderungen aus dem Produktionsfachbereich Feinblech Erarbeitung von pragmatischen Lösungskonzepten in Verbindung mit den Produktionstools und dem eingesetztem ERP-System Identifikation von Optimierungspotenzialen und Ableitung von Lösungsvorschlägen Begleitung der Maßnahmenumsetzung in Zusammenarbeit mit der Softwareentwicklung und dem Fachbereich Eigenständige Systemparametrisierung sowie bedarfsspezifisches Customizing des eingesetzten Produktionstools Betreuung und Überwachung vorhandener Schnittstellen Durchführung von Schulungen innerhalb des Fachbereiches,https://www.jobware.de/job/business-analyst-m-w-d-production.963468035.html,jobware
Inhouse-Consultant / Business-Analyst / IT-Koordinator (w/m/d),04.11.2022,Kommunale Versorgungskassen Westfalen-Lippe,Münster,Erstellen von Fach- und Testkonzepten Analyse und Modellierung von Geschäftsprozessen Analyse und Qualitätssicherung des Datenbestandes Organisation und Leitung von Arbeitsgruppen Durchführung von Schulungsmaßnahmen Erstellen von Arbeitsanweisungen für den Fachbereich Betreuung von Anwendern:innen Mitarbeit in überregionalen Arbeitsgruppen Diese Aufgaben werden in Form von Projektarbeit gemäß dem Projektleitfaden der kvw durchgeführt.,https://www.jobware.de/job/inhouse-consultant-business-analyst-it-koordinator-w-m-d.809783125.html,jobware
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),vor 5 Tagen,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,"Erstellung von Auswertungen, Analysen, Berichten und Planungen Bedienung und Weiterentwicklung bestehender KPIs Zentraler Ansprechpartner für die Entwicklung unternehmensweiter Standardberichte und Dashboards Analyse der Geschäftsanforderungen der weltweiten internen Kunden Erstellung passgenauer technischer BI-Konzepte und deren Umsetzung mithilfe modernster BI-Technologien Durchführung von Marktbeobachtungen und Verfolgung aktueller Trends im BI- und Advanced-Analytics-Umfeld Enge Zusammenarbeit mit den Fachbereichen, um die Berichtslandschaft weiterzuentwickeln und zu administrieren",https://www.jobware.de/job/it-inhouse-consultant-business-intelligence-data-analyst-m-w-d.1010321955.html,jobware
Requirements Engineer im Einwohnermeldewesen (m/w/d),gestern,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),verschiedene Standorte,"Du gestaltest Software in einem interaktiven Prozess mit Entwicklern im agilen Umfeld Du erstellst Spezifikationen zur Gestaltung einer benutzerfreundlichen Software Du verstehst die Bedürfnisse unserer Kunden und ermittelst die Anfor­derungen an unsere Anwendungen Du bist Teil des Kompetenzcenters und kannst alle fachlichen Fragen rund um das Einwohnermeldewesen beantworten Du tauschst Dich mit den am Entwicklungsprozess beteiligten Teams hin­sicht­lich fachlicher Anforderungen aus Du bist die Drehscheibe zwischen den Anforderungen unserer Kunden, des Gesetzgebers und der Software-Entwicklung Du entwickelst interne Standards zum Requirements Engineering weiter Du unterstützt den 3rd-Level-Support mit fachlichem Input",https://www.jobware.de/job/requirements-engineer-im-einwohnermeldewesen-m-w-d.1001134425.html,jobware
"Mitarbeiter:in (w/m/d) für den Sachbereich ""Anwendungsbereitstellung"" im Referat ""kvw-Informationstechnologie""",vor 5 Tagen,Kommunale Versorgungskassen Westfalen-Lippe,Münster,"Design, Implementierung, Wartung und Weiterentwicklung von Individualsoftware Durchführung von Entwicklungs- und Integrationstests Dokumentation und Produkteinführung Konfiguration und Customizing von Standardsoftware und Integration in die bestehende Anwendungslandschaft Unterstützung der IT-Koordinator:innen in den Fachbereichen bei der Planung von Software-Entwicklungsprojekten sowie der Spezifizierung von Anforderungen und Modellierung von Geschäftsprozessen Die Neu- und Weiterentwicklung von Software erfolgt grundsätzlich in Projekten. Dabei ist die Form der Mitarbeit, insbesondere die Leitung von Entwicklungsprojekten, abhängig von der Berufserfahrung.",https://www.jobware.de/job/mitarbeiter-in-w-m-d-fuer-den-sachbereich-anwendungsbereitstellung-im-referat-kvw-informationstechnologie.1010281805.html,jobware
Mitarbeiter (m/w/d) im Außendienst,05.11.2022,paper design gmbh,verschiedene Vertriebsgebiete,Eigenständige Betreuung des Vertriebsgebietes inkl. Tourenplanung Bestellaufnahme und Regalservice bei einem festen Kundenstamm Sortimentspflege Regelmäßiges Reporting an die Vertriebsleitung,https://www.jobware.de/job/mitarbeiter-m-w-d-im-aussendienst.995575275.html,jobware
Teamleiter (m/w/d) Data Services,gestern,Goldbeck GmbH,Bielefeld,"Fachliche Führung sowie Weiterentwicklung eines Data Service Teams Verantwortung über die Weiterentwicklung der intern übergreifenden Datenstrategie und Data Governance im Kontext datengetriebener Analytics-Vorhaben im Business Intelligence und Data Science Umfeld Leitung von Analyse-, Strategie-, und Implementierungsprojekten (z.B. Aufbau und Weiterentwicklung cloudbasierter Datawarehouse-Lösungen) Durchführung von Innovations- und Anforderungsworkshops Aktives Management der internen Stakeholder Überwachung, Bewertung und Adaption aktueller Trends",https://www.jobware.de/job/teamleiter-m-w-d-data-services.1000714785.html,jobware
Ausbildung - Duales Studium Wirtschaftsinformatik - Digital Business (B.Sc.) (m/w/d),26.03.2022,Hochschule für angewandtes Management GmbH,Unna,"Duales Studium an der HAM. Du kannst Online-Shops programmieren , die Seiten für Suchmaschinen optimieren und Schnittstellen zu Bezahlsystemen herstellen. Du kannst den Kundenservice digital transformieren - sei es auf AI basierenden Chatbots oder einer Zusammenarbeit via Cloud-Computing-Strukturen . Du kannst Algorithmen für Such- und Empfehlungssysteme entwickeln und technisch implementieren. Du kannst ERP-Software bedienen und wichtige Ressourcen wie Personal, Kapital und Informationstechnik planen, gestalten und steuern. Und vieles mehr...",https://www.jobware.de/job/ausbildung-duales-studium-wirtschaftsinformatik-digital-business-b-sc-m-w-d.812552235.html,jobware
Business Analyst (M/W/D),1 hafta önce,Positive Thinking Company,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-at-positive-thinking-company-3335747442?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=XQgd0fHBvdCn92i0d%2FkXbA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Data / Business Analyst (m/w/d),3 hafta önce,Dr. Wolff Group,Bielefeld,,https://de.linkedin.com/jobs/view/data-business-analyst-m-w-d-at-dr-wolff-group-3317015145?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=npirJft4p1RPxh4mcM0YVg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Senior Business Analyst - Customer Experience Remote (m/w/d),3 hafta önce,NEOMATIC AG,Bielefeld,,https://de.linkedin.com/jobs/view/senior-business-analyst-customer-experience-remote-m-w-d-at-neomat%C4%B1c-ag-3322743900?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=CmjcwrFequJn5e%2Bz02qETA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Solution Analyst (m/f/d),1 ay önce,Infopulse,Bielefeld,,https://de.linkedin.com/jobs/view/business-solution-analyst-m-f-d-at-%C4%B1nfopulse-3331820310?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=cOEyZT12f23KjbgxyUIaGw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst (m/w/d) Production,1 ay önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-production-at-goldbeck-3267568299?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=cOrN6DzMVvvruhI3Jzz7yQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst (m/w/d) Parts Reporting & Analytics,1 ay önce,CLAAS,Hamm,,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-parts-reporting-analytics-at-claas-3283386858?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=FegPcaOG9fLp81PMhVY9yA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
(Senior) Business Analyst (m/w/d),3 ay önce,Arvato Systems,Bielefeld,,https://de.linkedin.com/jobs/view/senior-business-analyst-m-w-d-at-arvato-systems-3240346456?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=FbntyMJeXfCiGDfxXiBIng%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Business Analyst (m/w/d),3 hafta önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-business-analyst-m-w-d-at-goldbeck-3313320604?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=Ln083N4hubglg%2BmDlzWEdQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Financial Business Analyst m/w/d,2 gün önce,AÜG Personallösungen GmbH,Paderborn,,https://de.linkedin.com/jobs/view/financial-business-analyst-m-w-d-at-a%C3%BCg-personall%C3%B6sungen-gmbh-3354686445?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=UZ%2BmyTCYsTjy804Ef8y00g%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Senior Business Process Analyst,4 gün önce,Diebold Nixdorf,Kreis Paderborn,,https://de.linkedin.com/jobs/view/senior-business-process-analyst-at-diebold-nixdorf-3348231706?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=RIOaa%2BgryG7yOrfzi08%2BWw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Advanced Business Process Analyst (m/f/d),1 gün önce,Diebold Nixdorf,Paderborn,,https://de.linkedin.com/jobs/view/advanced-business-process-analyst-m-f-d-at-diebold-nixdorf-3350713114?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=5kwvOfsLtv%2FVlg%2BdIX79zw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),5 gün önce,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-%C4%B1nhouse-consultant-business-%C4%B1ntelligence-data-analyst-m-w-d-at-wilhelm-b%C3%B6llhoff-gmbh-co-kg-3348312205?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=z9LcW6Pl%2FP9vCmvfVl65Cw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst für die Firmenkundenberatung - Remote (m/w/d),1 ay önce,IU Duales Studium,Bielefeld,,https://de.linkedin.com/jobs/view/duales-studium-kindheitsp%C3%A4dagogik-b-a-at-%C4%B1u-duales-studium-3354830980?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=%2F3YtzXjBVDj4iVbvewDVYg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Duales Studium Kindheitspädagogik (B.A.),3 hafta önce,BÖLLHOFF Group,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-%C4%B1nhouse-consultant-business-%C4%B1ntelligence-data-analyst-m-w-d-at-b%C3%B6llhoff-group-3356288291?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=0YJDyvg1lw%2FxfDBKk8wbAw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),1 gün önce,PINK Personalmanagement GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/marketing-analyst-m-w-d-at-p%C4%B1nk-personalmanagement-gmbh-3350068452?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=Q7YhgD2PU5QN%2BsYKoCmXpQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Marketing Analyst (m/w/d),3 hafta önce,GOLDBECK,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-business-analyst-m-w-d-at-goldbeck-3325437375?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=PDkm0o18mrT%2BAA3blliOfQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
IT Business Analyst (m/w/d),1 ay önce,sysberry-absc GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-datenmodellierung-%C4%B1t-m-w-d-at-sysberry-absc-gmbh-3345722963?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=lNpVTcaZOIOFMzRYe9ltEw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst - Datenmodellierung / IT (m/w/d),1 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-requirements-engineer-%C4%B1t-anforderungsmanager-at-sutsche-gmbh-3336108627?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=ZJypgV%2FLCBoO28kQ6ZCx3Q%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Analyst - Requirements Engineer - IT Anforderungsmanager,1 hafta önce,SUTSCHE GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/business-development-manager-at-sutsche-gmbh-3339271184?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=SQUO8hBrSyzgZBunUaih5g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Business Development Manager,2 ay önce,KATAG AG,Bielefeld,,https://de.linkedin.com/jobs/view/b-a-bwl-handel-fashionmanagement-m-w-d-at-katag-ag-3274830836?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=rNzCxPBK8KEx3%2BOAJHFgcg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
B.A. BWL Handel (Fashionmanagement)(m/w/d),3 ay önce,Beckmann & Partner CONSULT,Bielefeld,,https://de.linkedin.com/jobs/view/business-analyst-osplus-prozess-und-berechtigungsmanagement-m-w-d-business-analysis-system-engineering-admin-%C4%B1ngenieur-at-beckmann-partner-consult-3217784050?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=KwddnnJWhO5XE3OJ%2Fdwodw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
"Business Analyst OSPlus , Prozess- und Berechtigungsmanagement (m/w/d) - Business Analysis, System Engineering / Admin, Ingenieur",1 gün önce,Parker Hannifin,Bielefeld,,https://de.linkedin.com/jobs/view/dual-studierende-m-w-d-betriebswirtschaftslehre-b-a-at-parker-hannifin-3324064671?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=zUxgb3kV3%2B9ABBzlDk0vUA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Dual Studierende (m/w/d) Betriebswirtschaftslehre (B.A.),4 gün önce,CGI,Bielefeld,,https://de.linkedin.com/jobs/view/salesforce-berater-in-m-w-d-at-cg%C4%B1-3350570002?refId=B6TsUvMtlzLgMpHaesk68w%3D%3D&trackingId=RoQcyS5%2FPY%2F%2Bo0%2Fu%2BuiXVA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,linkedin
Salesforce Berater*in (m/w/d),2 hafta önce,mindsquare AG,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-abschlussarbeit-im-bereich-%C4%B1t-security-marktanalyse-%C4%B1t-security-services-in-deutschland-business-analysis-%C4%B1t-security-%C4%B1ngenieur-at-mindsquare-ag-2918918135?refId=Vkn4JO9GXgJP%2BX%2BuQIOVmw%3D%3D&trackingId=9m8xFfEeh%2FaXodVAjFE82g%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
Sozialpädagog*in B.A. / Heilpädagog*in (m/w/d) oder mit vergleichbarem Abschluss (HR),9 ay önce,PwC Deutschland,Ahlen,,https://de.linkedin.com/jobs/view/senior-consultant-transfer-pricing-english-speaking-teilzeit-vollzeit-w-m-d-at-pwc-deutschland-3168510264?refId=Vkn4JO9GXgJP%2BX%2BuQIOVmw%3D%3D&trackingId=N0HRt0EsOZoOYmb4sfTvqQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
"IT Abschlussarbeit im Bereich IT-Security: Marktanalyse IT Security Services in Deutschland - Business Analysis, IT-Security, Ingenieur",1 hafta önce,WG-DATA GmbH,Bielefeld,,https://de.linkedin.com/jobs/view/%C4%B1t-projektmanager-in-einer-unternehmensberatung-m-w-d-at-wg-data-gmbh-3324295120?refId=Vkn4JO9GXgJP%2BX%2BuQIOVmw%3D%3D&trackingId=A2NnHyOOgCg50Loa6ukMmw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
(Senior) Consultant Transfer Pricing - english speaking Teilzeit/Vollzeit (w/m/d),3 hafta önce,CGI,Bielefeld,,https://de.linkedin.com/jobs/view/salesforce-solution-architekt-in-m-w-d-at-cg%C4%B1-3195591511?refId=Vkn4JO9GXgJP%2BX%2BuQIOVmw%3D%3D&trackingId=BObheKXneouWci8u9bnoyQ%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,linkedin
